#{"t_start": 1781460912.142448, "env_id": "None"}
r,l,t
-8440.683891,3600,2656.515075
-10486.050426,3600,2679.654747
-8462.806497,3600,2707.595421
-8654.410379,3600,2731.972215
-8439.656099,3600,2755.866899
-10543.931997,3600,2779.507479
-9342.547229,3600,2804.601696
-10641.196125,3600,2828.376849
-9921.52461,3600,2852.860435
-9738.890621,3600,2877.671089
-10558.396702,3600,2900.8533
-9144.504656,3600,2926.147507
-8066.320382,3600,2950.769036
-10052.575894,3600,2975.253652
-8813.192557,3600,3001.1383
-10053.8747,3600,3026.680091
-10690.124544,3600,3054.955042
-11611.713804,3600,3079.918477
-7385.258987,3600,3106.20036
-11551.823821,3600,3131.67514
-8301.287634,3600,3156.456728
-6784.013012,3600,3180.698748
-11172.470022,3600,3205.355364
-9823.553676,3600,3230.277887
-8003.551412,3600,3255.452356
-7553.981125,3600,3280.46978
-9870.317648,3600,3304.406785
-8936.327124,3600,3329.986304
-6558.588226,3600,3354.188326
-11357.695113,3600,3379.743184
-6771.451405,3600,3403.999823
-10121.723016,3600,3429.366013
-9094.391974,3600,3454.183279
-8121.362614,3600,3482.322873
-9767.780355,3600,3507.754904
-9308.807281,3600,3531.695001
-10462.022358,3600,3557.191309
-7924.554164,3600,3581.536032
-7337.031386,3600,3604.610127
-8451.033632,3600,3629.264989
-7012.908718,3600,3652.769312
-7590.122041,3600,3677.069614
-6603.010697,3600,3700.952227
-8757.78736,3600,3724.745819
-8013.0776,3600,3748.835949
-5717.548549,3600,3772.593043
-8538.86686,3600,3797.071647
-6621.849795,3600,3820.918221
-10450.140648,3600,3845.098277
-10056.356786,3600,3868.214228
-8495.030808,3600,3892.497919
-7186.47501,3600,3916.113962
-9508.584741,3600,3940.789871
-6822.014493,3600,3964.935337
-6580.012302,3600,3988.932451
-8970.23828,3600,4012.720884
-9962.559194,3600,4036.595222
-9820.048535,3600,4060.058372
-9867.33605,3600,4084.565575
-10384.0879,3600,4109.228739
-8720.160208,3600,4132.005653
-7037.828908,3600,4156.287851
-8722.652963,3600,4180.688927
-8435.052199,3600,4204.574941
-8968.637897,3600,4228.557942
-11440.571078,3600,4252.024153
-10350.586556,3600,4276.632739
-8708.164529,3600,4299.623825
-9405.808785,3600,4323.786591
-9255.052171,3600,4347.742773
-7584.574394,3600,4371.949961
-10879.384623,3600,4395.172506
-8187.107189,3600,4418.483987
-11390.747488,3600,4442.350048
-8379.501382,3600,4466.223436
-18728.98851,3600,4490.823728
-8135.512354,3600,4514.400687
-13762.354233,3600,4539.578631
-11046.231538,3600,4562.65272
-8186.175527,3600,4587.501855
-13815.314526,3600,4611.467816
-11512.724024,3600,4635.57123
-7557.812286,3600,4659.651666
-10287.314595,3600,4683.579641
-9620.000667,3600,4706.770049
-11011.839495,3600,4730.815259
-11183.205578,3600,4754.602084
-7626.674273,3600,4778.509826
-8314.042926,3600,4802.433833
-7947.059607,3600,4825.928838
-7987.378868,3600,4849.760545
-8763.415052,3600,4873.522692
-11344.015438,3600,4897.694726
-9047.936395,3600,4921.699584
-8099.71051,3600,4945.624092
-10365.670793,3600,4971.435489
-7201.468174,3600,4997.353667
-10450.626427,3600,5021.546888
-10834.693614,3600,5045.129031
-8396.386456,3600,5068.574918
-10179.506345,3600,5092.919191
-8448.282796,3600,5115.861271
-10253.779765,3600,5139.742139
-8367.072247,3600,5164.066168
-9262.668786,3600,5187.566047
-10518.89248,3600,5210.828089
-9278.455923,3600,5234.442408
-7487.813473,3600,5258.524618
-8138.409742,3600,5281.708244
-8321.541904,3600,5305.889028
-8385.494787,3600,5329.095472
-9065.345041,3600,5353.16143
-8902.557778,3600,5376.409467
-9555.897728,3600,5399.985004
-10093.958855,3600,5423.301764
-10219.503604,3600,5446.95655
-7339.527262,3600,5470.248198
-9653.725301,3600,5493.74271
-7002.570943,3600,5517.637185
-8151.872684,3600,5541.244901
-10351.383195,3600,5565.233323
-10108.89951,3600,5588.527376
-7940.386959,3600,5612.061531
-9207.027239,3600,5635.100519
-9544.119344,3600,5658.411179
-9647.727243,3600,5680.931165
-7822.376641,3600,5705.204904
-9174.644885,3600,5728.225364
-9734.569913,3600,5752.383102
-9742.0617,3600,5775.813013
-6548.021063,3600,5799.301308
-11518.070467,3600,5823.272171
-8661.63821,3600,5846.778831
-9512.513971,3600,5871.04147
-8234.882106,3600,5894.077179
-11682.662225,3600,5917.401394
-9262.462813,3600,5941.459013
-8771.606882,3600,5965.43627
-8665.857344,3600,5989.22247
-12680.493691,3600,6012.883793
-10094.981011,3600,6036.340122
-8173.535316,3600,6059.88547
-7838.607615,3600,6083.137252
-8673.389923,3600,6106.790865
-6689.173531,3600,6130.010844
-7873.310552,3600,6152.956804
-10905.821347,3600,6176.911794
-8994.175228,3600,6200.905182
-7958.337925,3600,6224.14088
-10068.802196,3600,6247.493931
-9117.065851,3600,6271.505664
-9691.143468,3600,6294.453046
-12101.299336,3600,6318.826525
-8150.352195,3600,6342.216059
-8955.006742,3600,6366.440966
-9184.503021,3600,6389.443146
-6958.018354,3600,6413.041214
