#{"t_start": 1782120639.2290294, "env_id": "None"}
r,l,t
-311.694649,3600,9290.01055
-82.409937,3600,9329.373581
-108.387442,3600,9367.556759
-8.90786,3600,9406.782583
-1389.841692,3600,9450.369633
-112.972536,3600,9490.626709
-150.616012,3600,9530.914434
-50.944092,3600,9570.433577
-70.178,3600,9609.123994
-195.893315,3600,9649.47627
-48.234662,3600,9687.999613
-15.542851,3600,9726.723903
1.493292,3600,9765.21223
-80.480638,3600,9805.210157
-6.495076,3600,9843.364952
-130.587593,3600,9882.324689
1.343254,3600,9921.262638
-291.822277,3600,9959.445784
-608.940535,3600,9999.050317
-176.861176,3600,10038.886556
-469.642831,3600,10080.111307
-472.987653,3600,10120.666572
-122.976363,3600,10160.764587
-321.666316,3600,10199.683285
