episode,training_timestep,episode_reward,mean_queue,max_queue,mean_waiting_time,mean_speed,total_CO2,total_NOx,total_PMx,total_fuel,arrived_vehicles,pedestrian_waiting,phase_changes,collisions,teleports
159,576000,-14.317046,9.635069444444444,70,3.3328496528134943,7.187114230818621,171209589.46403253,59489.620558837196,10079.828694999993,55503988.46730296,1625,1.3697222222222223,320,1,1
160,579600,-432.525207,15.778472222222222,135,4.841804392762616,5.6292963978391315,211570123.20321333,74775.67699384189,10089.962144389177,68588546.31343126,1626,1.5666666666666667,288,5,1
161,583200,-553.135599,14.764583333333333,120,5.111387583341963,6.1138825716430425,201718637.75047028,71208.4348707106,10009.771742380795,65394788.38946812,1590,1.5541666666666667,306,12,6
162,586800,-582.296468,19.962847222222223,135,5.787995649755671,4.948986398007976,235274155.2077299,83870.02905656263,10014.687320973608,76273214.2630676,1580,1.8866666666666667,266,5,2
163,590400,-10.66427,10.937152777777778,75,3.9716220057118705,6.99119062590241,177384132.5727277,61850.92660195203,10120.228147728303,57505727.410104856,1631,1.4008333333333334,318,7,4
164,594000,-603.384392,17.801388888888887,135,5.291721607608784,5.336531157160225,225367357.3223886,80010.5054552525,10077.46909573413,73061496.28291553,1613,1.5608333333333333,286,9,3
165,597600,-837.934164,22.833333333333332,140,6.27719081817032,4.614419057783238,254080950.09235945,91033.39817443318,10103.942849417868,82370231.60249561,1606,2.1144444444444446,277,12,6
166,601200,-276.829392,17.532291666666666,125,5.244717266250344,5.451447340506484,220516302.51337063,78194.0502514145,10057.915180529279,71488824.9603386,1615,1.6536111111111111,290,11,4
167,604800,-253.412082,11.962152777777778,110,3.6246216638020066,6.789089152471439,186873687.2026539,65466.5435619977,10092.07621917512,60582162.78758051,1619,1.618611111111111,324,12,1
168,608400,-480.192979,19.898611111111112,145,6.037987734862825,5.142251951753791,234122573.0387537,83408.49192882988,10046.320133371131,75899878.57951342,1611,1.5963888888888889,274,4,4
169,612000,-53.849062,13.517708333333333,95,4.38092526227972,6.165265802874445,195309670.42759055,68632.5642172488,10062.03082830625,63317039.414563574,1620,1.6766666666666667,302,7,3
170,615600,-35.167089,9.161111111111111,65,3.2126185375295115,7.388805528147995,167550483.77866408,58155.3384219324,10077.460086269337,54317735.1513952,1621,1.356111111111111,332,5,3
171,619200,-9.78027,11.128472222222221,80,3.9335365416328822,6.749113818960437,179605550.09447566,62739.88959866517,10068.924537321254,58225895.50027443,1611,1.4458333333333333,310,6,4
172,622800,-30.16225,11.78298611111111,85,4.038432404801064,6.691042043168858,183625583.8623255,64259.057609313444,10049.510498858424,59529157.69975966,1610,1.3980555555555556,310,13,2
173,626400,-230.469819,12.760416666666666,125,4.039212044117293,6.697707943899292,191177512.99342924,67075.8990358481,10071.547610127405,61977430.94845231,1620,1.5858333333333334,312,9,2
174,630000,-187.978074,13.82638888888889,115,4.3641801394495126,6.2669970005732045,197408418.32331192,69404.37276175525,10053.120917960434,63997434.98967636,1608,1.7997222222222222,302,3,2
175,633600,-578.100956,21.002083333333335,140,6.0624793977027505,4.754390680138636,244044609.48854327,87092.38650379886,10060.671164985662,79116513.29653347,1613,2.0519444444444446,264,7,4
176,637200,-278.286033,14.303472222222222,105,4.696186135834073,6.069881241099408,200765104.9524528,70693.74880808342,10078.738184087253,65085645.31668094,1620,1.5005555555555556,292,8,3
177,640800,-1.994777,9.300694444444444,65,3.380919569302207,7.377555318300028,168059296.64724678,58346.69796413492,10136.701272795231,54482693.85557921,1618,1.4172222222222222,320,7,3
178,644400,-491.437136,13.231944444444444,115,4.941039799455484,6.563523892700814,190488084.28015462,66929.59876906128,10044.48345870551,61753933.936416596,1601,1.5230555555555556,302,8,3
179,648000,-48.404011,11.666319444444444,100,4.172218578957195,6.7477530231690075,182137375.0065952,63702.61030351212,10095.712445361749,59046693.095708445,1604,1.5611111111111111,298,1,0
180,651600,-10.545676,9.203472222222222,80,3.475255986451461,7.385837509562864,166794527.7909624,57919.61702208471,10065.43523623211,54072668.9325495,1617,1.3455555555555556,308,6,0
181,655200,-593.301539,16.925694444444446,140,5.402761871040135,5.956950569248507,211612342.09921035,75140.47345608202,9996.647149327473,68602270.89907134,1572,2.1152777777777776,280,0,0
182,658800,-36.789159,10.113194444444444,85,3.576695730380915,7.170357118572624,173138762.48432696,60239.88296576204,10068.7591428041,56129410.30217166,1620,1.321388888888889,318,2,1
183,662400,-199.198608,14.485416666666667,115,4.570324908707056,6.06069308805411,201720726.4373454,71069.00337063288,10118.55495920943,65395453.623217165,1620,1.6769444444444443,306,9,5
184,666000,-543.7977,16.093055555555555,125,5.395279321349341,5.696222723551287,211748687.0618766,74885.47830623711,10079.30339086421,68646438.7073696,1612,1.6397222222222223,294,9,4
185,669600,-28.610883,8.965625,60,3.282814502783663,7.496055730214001,165355299.00388542,57326.63138530327,10107.070356257484,53606080.10722174,1627,1.3705555555555555,319,3,1
186,673200,-598.651744,22.616319444444443,180,6.053429454368379,5.14918423728273,251713901.8933321,90095.36574490742,10018.524340800144,81602842.27098677,1598,1.7786111111111111,278,12,4
187,676800,-181.216121,14.229513888888889,115,4.457928730493239,6.290864312450574,198327879.54463315,69878.72117479486,10096.01812289545,64295525.17380433,1611,1.5652777777777778,302,0,0
188,680400,-9.138438,9.050694444444444,65,3.2277858632182146,7.436778771507654,166099409.63788623,57609.826873343154,10076.612292111346,53847309.61996697,1621,1.4119444444444444,322,14,5
189,684000,-63.193336,13.34201388888889,85,4.422442133217812,6.423457448100186,192438784.23624066,67607.45608958173,10056.256826582407,62386330.94493762,1606,1.3913888888888888,292,5,4
190,687600,-19.803315,10.833680555555556,85,4.001304063668043,6.898040625995704,176882816.37626523,61728.06483340976,10094.862171722812,57343210.886440866,1620,1.6236111111111111,315,1,1
191,691200,-421.541098,13.509027777777778,115,4.637873803574277,6.512106521580938,194278045.87437814,68236.84922849304,10083.43190439398,62982595.40467024,1618,1.5341666666666667,300,3,1
192,694800,-982.986041,16.872916666666665,185,5.441370156120484,5.88880430556365,214381559.10775667,76092.62086551687,10009.076381813837,69500017.27911238,1603,1.6177777777777778,284,5,0
193,698400,-6.93929,8.90451388888889,80,3.11355285289951,7.491252219441239,165079753.72850877,57249.58937741266,10087.097792719465,53516750.51516259,1615,1.3719444444444444,326,5,2
194,702000,-3.944224,8.702430555555555,65,3.1084433996154375,7.541032756365902,164268558.29339877,56892.44934972371,10091.316456163917,53253761.72610399,1628,1.4991666666666668,318,5,1
195,705600,-679.72071,21.00138888888889,140,6.174640387710645,4.9817885917148885,242301134.77548814,86551.56345240316,10046.644614905326,78551306.55413145,1603,1.7838888888888889,274,10,7
196,709200,-8.355264,8.185416666666667,70,2.9246435581619026,7.697399137140822,160638394.63382712,55570.634967801656,10086.758801645687,52076897.97155376,1611,1.4030555555555555,322,6,3
197,712800,-35.150698,9.158333333333333,65,3.3426874583468504,7.459340861080014,167196276.4079442,58022.59856890552,10101.89408815403,54202908.84035896,1626,1.4480555555555557,326,5,2
198,716400,-181.490678,13.985069444444445,110,4.649372796806207,6.420665064525712,197751050.61101156,69564.43556345272,10103.856998004107,64108512.353791945,1618,1.7191666666666667,296,10,4
199,720000,-28.45296,12.908333333333333,115,4.239574715315375,6.575829079217754,189976868.9468613,66666.13755720078,10079.77437893509,61588193.76592282,1620,1.505,306,9,1
200,723600,-241.545396,14.516666666666667,120,4.815730418307056,6.080749969213331,202061007.20689148,71211.35162063432,10090.850019666366,65505773.671838745,1616,1.7466666666666666,298,9,3
201,727200,-15.964843,9.839930555555556,90,3.2508648703683565,7.122831937404641,172318971.8927737,59964.51506313333,10103.655873336023,55863645.707710326,1628,1.2763888888888888,316,9,4
202,730800,-5.114601,8.355902777777779,70,2.9254347064508055,7.650663423323404,162182777.6528396,56123.614850466125,10091.847100037601,52577571.491355106,1630,1.206388888888889,334,11,1
203,734400,-5.514985,8.832986111111111,75,2.9856787850475905,7.458894809016294,165747536.93572176,57487.50500823319,10103.644657717523,53733239.423354715,1618,1.2855555555555556,338,3,1
204,738000,-79.536581,9.856597222222222,70,3.4726765221897624,7.191929540847161,171022301.01417106,59503.18525399515,10073.843693485403,55443277.97856249,1616,1.43,320,12,4
205,741600,-2.721513,8.248611111111112,65,2.8127638184819372,7.66330065575659,161494282.31853792,55840.93200017363,10082.972111717758,52354367.90779871,1625,1.3152777777777778,338,2,2
206,745200,-3.383571,7.897569444444445,50,2.681105312913344,7.722069830480115,159655697.92214927,55127.81265357696,10080.041540442955,51758309.74110958,1624,1.176388888888889,338,5,1
207,748800,-80.139321,10.752777777777778,90,4.02234064177362,6.9886235623833395,176495279.09973222,61554.15788563392,10082.765984241716,57217573.7655399,1622,1.4905555555555556,310,3,0
208,752400,-124.166294,11.207638888888889,110,3.6807481127632853,6.944513602255076,179675668.92334446,62830.350451792234,10089.583915135187,58248633.63014336,1614,1.5552777777777778,306,8,1
209,756000,-41.478403,12.369444444444444,90,4.079792390514999,6.596931432901517,187913017.02113634,65884.48403429249,10086.870716691104,60919112.22131209,1611,1.5666666666666667,300,16,2
210,759600,-6.402841,10.53923611111111,70,3.855923804951493,7.030631667634212,175121857.7748871,60994.65927918092,10120.416115942226,56772314.365254566,1622,1.3280555555555555,308,2,1
211,763200,-23.786524,9.772916666666667,65,3.525789386358507,7.232919447729753,170546054.23006058,59296.62975774752,10101.983459154346,55288879.93799068,1619,1.5955555555555556,306,3,3
212,766800,-47.926468,11.829513888888888,105,4.13523759465528,6.656228335472975,184516130.56785086,64558.15485307289,10078.809058019859,59817858.29029738,1622,1.6416666666666666,294,4,0
213,770400,-10.379529,11.410763888888889,85,3.9726324982132217,6.828447908647658,181005551.6646828,63224.46296090865,10104.00251388583,58679763.069667466,1623,1.4172222222222222,302,9,3
214,774000,-55.437967,10.765625,85,3.7149486655189636,6.987905650552142,177763926.7178023,61977.734904784134,10108.977158107844,57628847.93567089,1625,1.4727777777777777,310,9,1
215,777600,-120.945435,12.844444444444445,110,4.29271446002092,6.499457266825737,190094443.2965721,66683.44953698675,10081.894473383056,61626303.344132535,1621,1.7677777777777777,304,1,1
216,781200,-122.869563,11.901388888888889,110,4.185286401877607,6.8882762647510525,182721416.0776712,63970.75043256559,10038.39751902924,59236042.618100435,1606,1.481111111111111,310,9,1
217,784800,-1383.915673,19.148263888888888,165,5.807020824014463,5.688896762942985,229746899.52945268,81782.52203043982,10037.69710384306,74481320.87159619,1601,2.077777777777778,286,5,4
218,788400,-15.420532,9.603125,65,3.5679202473540106,7.273562775584358,169583220.47259098,58939.24458181151,10080.315862659572,54976734.09642182,1625,1.5230555555555556,312,1,0
219,792000,-15.407146,8.841666666666667,60,3.1327612376241545,7.555189426747731,165157508.174713,57271.39101452088,10126.366753030947,53541955.84715204,1622,1.4758333333333333,316,0,0
220,795600,-17.849454,8.099652777777777,60,2.9659267374714244,7.754274744201783,160266744.11864233,55436.71774345223,10099.997226570624,51956413.72073056,1619,1.426388888888889,322,16,6
221,799200,-59.648016,10.871875,100,3.8416826891645615,7.082295910532638,177177854.8015756,61803.634954497,10069.91542211995,57438854.56652437,1629,1.4744444444444444,306,7,4
222,802800,-223.832833,13.285416666666666,115,4.256182689980648,6.671715792006832,193054363.37297922,67809.53781725213,10080.862156300147,62585890.15681706,1628,1.6263888888888889,295,8,1
223,806400,-2.924501,9.790277777777778,65,3.418980337265018,7.215903087910103,170423650.4270956,59236.03658679903,10093.948677364862,55249193.39805639,1619,1.3894444444444445,322,7,3
224,810000,-147.303742,11.55,115,4.166819695090705,6.883115957199063,182193285.44061673,63778.40443248035,10098.119701827824,59064823.163758844,1625,1.5141666666666667,302,7,2
225,813600,-116.072007,10.296875,100,3.7112942602391974,7.1341463226802535,174327180.96515483,60710.110436883086,10096.441803233038,56514686.534621,1619,1.273611111111111,328,18,4
226,817200,-66.100697,10.249305555555555,80,3.663304255252556,7.119324122475757,173413807.33327323,60370.08657839552,10086.943602296062,56218578.69078425,1619,1.433888888888889,318,10,1
227,820800,-186.154034,13.604166666666666,100,4.748984075814914,6.197766579228382,196061133.78483427,68902.10242177988,10128.18137908477,63560655.45708463,1622,1.8358333333333334,292,7,2
228,824400,-13.509547,9.441319444444444,75,3.4037823031850696,7.338320325741602,168562644.49276218,58563.84442099098,10093.828875768002,54645875.07147523,1621,1.5452777777777778,314,9,0
229,828000,-122.491713,13.970138888888888,125,4.531960720158279,6.108856609159918,198041259.51962182,69674.20190490085,10059.405567134745,64202595.7987559,1614,1.5197222222222222,298,10,3
230,831600,-299.011326,14.329513888888888,115,4.831987184714855,6.254167535268333,200265589.89696556,70569.59958300478,10073.629109700596,64923717.37163919,1624,1.823888888888889,296,9,1
231,835200,-12.551842,8.886458333333334,60,3.063108094959984,7.397361001434155,165849019.00963348,57503.15420998072,10065.79673370577,53766137.07030867,1620,1.5316666666666667,315,8,4
232,838800,-2053.91102,21.51736111111111,170,6.680428098962193,4.753779120786354,249613004.95330578,89314.66428354454,10050.520944798434,80921757.6222668,1610,2.1,306,4,5
233,842400,-43.432576,11.994791666666666,70,4.3326890524740564,6.592359469699784,184387353.13837653,64540.028741644855,10090.196377271495,59776114.79002082,1617,1.4783333333333333,306,7,4
234,846000,-1845.330221,21.118402777777778,190,6.07786104229604,5.203625538001195,239826983.21053493,86006.762186743,9931.851995592217,77749257.62275311,1569,1.9605555555555556,294,7,2
235,849600,-354.039666,16.293055555555554,140,5.189893399339544,5.98056734567002,211983213.17266613,74949.82979808388,10046.137573630915,68722462.21118242,1624,1.5872222222222223,296,11,4
236,853200,-115.092251,13.782291666666667,100,4.514710670521128,6.135828440492466,198288471.56633824,69748.50602834737,10097.435183981423,64282740.13520467,1618,1.5911111111111111,298,9,2
237,856800,-260.99301,14.991666666666667,115,4.890568519352682,5.796165810382147,204813186.32518172,72302.48087475242,10069.198565082372,66398008.07362099,1610,1.6180555555555556,284,1,0
238,860400,-1390.558658,21.703819444444445,155,5.872956175500086,4.893480306889949,250154680.65322953,89402.26921692403,10058.351163275387,81097347.97575064,1615,1.728611111111111,282,5,1
239,864000,-38.461088,9.746180555555556,95,3.2415139944554787,7.220449469193872,171710504.54678595,59711.696480533574,10094.390708062754,55666379.064219825,1626,1.3755555555555556,316,7,3
240,867600,-745.848547,16.993402777777778,160,4.966541088265476,5.66210485489003,218281582.92182678,77453.92102207826,10053.383193670335,70764361.54906291,1607,1.5841666666666667,284,3,3
241,871200,-1815.825692,27.29513888888889,190,7.367711426050159,4.243832649893069,280581293.2675158,101047.87414985185,10038.681213819329,90961425.73270546,1621,2.049722222222222,258,8,5
242,874800,-143.335387,11.606944444444444,95,4.186607429671437,6.844563250710968,182568431.4255383,63815.59690948956,10099.617468161887,59186430.58539652,1628,1.5522222222222222,311,4,3
243,878400,-112.71915,12.438194444444445,90,4.314684127867144,6.541369645188613,187965902.2354457,65875.29125030644,10095.440349035045,60936251.858373955,1627,1.6236111111111111,313,10,2
244,882000,-46.279556,10.165972222222223,90,3.381566521205219,7.219341324009645,173361358.62040845,60356.3922239183,10089.233276366067,56201575.745460056,1626,1.4594444444444445,320,8,6
245,885600,-6.654093,10.676041666666666,85,3.4749876710916308,7.17496717660908,177104492.1969043,61777.81361829671,10114.647832291288,57415069.68722229,1623,1.2977777777777777,326,19,4
246,889200,-8.355297,11.241319444444445,80,3.6085311988460913,6.662911085327715,182056774.42109877,63585.94386332133,10114.558456421986,59020554.58673966,1628,1.3975,329,3,2
247,892800,-132.718921,13.42986111111111,85,4.475954410789614,6.114974520684992,195132809.91658437,68512.39189565316,10059.536610106397,63259693.344684646,1618,1.5930555555555554,304,9,5
248,896400,-160.49156,13.915972222222223,110,4.382094666848057,6.285087264344681,197451253.06923586,69516.48211201705,10057.806408581215,64011329.819150686,1606,1.69,308,6,4
249,900000,-361.153179,12.014236111111112,130,3.894571595566706,6.873595710429224,184444642.4897672,64734.85297968515,10005.211091433051,59794708.817513555,1599,1.5119444444444445,314,2,0
250,903600,-25.665623,8.892708333333333,70,2.980025350574097,7.424947263533215,166749390.81935954,57807.059704616666,10089.913124401619,54058025.65589256,1632,1.3869444444444445,338,16,4
251,907200,-95.296522,14.213541666666666,110,4.464261557636708,6.092106817312429,200668815.08216885,70652.17226222824,10098.766769828508,65054428.72097559,1622,1.4475,314,9,2
252,910800,-654.200351,17.745833333333334,140,5.550150226707657,5.470611324260159,222219379.6601896,78905.94357641786,10050.92423304285,72040958.02696511,1611,1.8102777777777779,282,4,2
253,914400,-189.798086,14.539930555555555,130,4.334553966997601,6.005675578229998,203159808.47141895,71545.04571590535,10092.58010818531,65861985.45934417,1619,1.6658333333333333,300,6,3
254,918000,-311.694649,11.101041666666667,110,4.001728645756565,7.044961098735303,179663438.8296231,62740.76345672708,10096.20062976386,58244661.93777169,1627,1.4458333333333333,309,1,1
255,921600,-82.409937,14.014236111111112,105,4.499335563486643,6.210935913894564,198236827.1193974,69731.17298101017,10081.405479302704,64265995.43996055,1626,1.8058333333333334,298,10,6
256,925200,-108.387442,11.450347222222222,90,3.7479070007208946,6.777947558106115,182627326.00644988,63894.47809556713,10081.299727595,59205531.622214645,1612,1.5219444444444445,317,8,2
257,928800,-8.90786,9.721527777777778,75,3.325055328788964,7.285415327435671,169810158.1085193,59060.945526686875,10069.238265397169,55050310.229629606,1610,1.4475,318,7,6
258,932400,-1389.841692,21.95277777777778,180,6.004158798152394,4.956594621279023,246720064.67102784,88471.37088700508,9976.01222124183,79983921.52515635,1583,2.0369444444444444,278,10,4
259,936000,-112.972536,13.805555555555555,100,4.524293729800338,6.180758943413451,197512007.50209665,69425.01316402515,10074.928645735834,64031014.34532559,1619,1.7722222222222221,296,3,1
260,939600,-150.616012,14.883333333333333,105,5.051611230793131,6.080979606205266,203916835.41108063,71898.02060342558,10106.48412356941,66107408.628064424,1620,1.8766666666666667,280,2,1
261,943200,-50.944092,11.788541666666667,85,3.8716176134054243,6.682666843203264,184229259.17092597,64468.60958004817,10074.082087550725,59724860.96589312,1616,1.5841666666666667,296,5,3
262,946800,-70.178,12.76875,100,4.516492577030265,6.500886306877268,189253806.6480457,66370.80733699971,10140.27012140847,61353781.417382956,1627,1.695,300,11,6
263,950400,-195.893315,15.972222222222221,140,4.665404538757838,6.043296299865935,209791411.88750196,74141.52244082658,10079.495183890254,68011901.94229892,1615,1.511111111111111,298,6,2
264,954000,-48.234662,7.622916666666667,50,2.8120447455974995,7.91375379874726,157520718.07129765,54375.152998007965,10075.928018489087,51066168.97949885,1625,1.4805555555555556,327,5,2
265,957600,-15.542851,12.189583333333333,75,3.9198435660835584,6.642323582922804,186217028.2467857,65226.55555935405,10106.98529850463,60369279.95372556,1623,1.4044444444444444,307,2,2
266,961200,1.493292,10.635069444444444,70,3.844745791657762,6.985781969075684,175987720.56863245,61318.714056646175,10118.216305332408,57053018.51585098,1627,1.4275,308,4,1
267,964800,-80.480638,14.166666666666666,100,4.77507075017428,6.221480581912959,198461480.23653364,69834.825535099,10097.03165353501,64338827.53228611,1614,1.5780555555555555,288,1,1
268,968400,-6.495076,9.022222222222222,55,3.223558478334091,7.465378510338604,166137564.02206174,57603.121477517474,10124.046814771567,53859684.97754372,1621,1.5194444444444444,314,10,0
269,972000,-130.587593,12.053819444444445,80,4.402409576758102,6.639142542291088,184519216.23898855,64543.29661904269,10026.822890503212,59818858.480064034,1628,1.4622222222222223,292,8,4
270,975600,1.343254,10.521527777777777,70,3.528533520676594,7.009815944014619,176007809.81851104,61343.07018787994,10100.936473764847,57059530.02427518,1629,1.7641666666666667,308,2,1
271,979200,-291.822277,10.061805555555555,105,3.9524680900772586,7.375739624264419,170941537.82366163,59525.87425295275,10060.90782480935,55417100.82366356,1596,1.4869444444444444,302,7,4
272,982800,-608.940535,15.388194444444444,165,4.956217292489605,6.550404650198131,201349794.68686807,71233.9216465507,9986.547087082472,65275231.11411904,1571,1.76,286,5,1
273,986400,-176.861176,12.590625,115,4.527338794381576,6.643770404576958,187670550.06813014,65794.08297941653,10066.028413345235,60840501.57679816,1616,1.8308333333333333,286,9,3
274,990000,-469.642831,17.004513888888887,150,5.056428187612835,5.727095353859869,218511913.5100003,77371.86178000038,10059.987409908661,70839007.07253508,1617,1.7616666666666667,274,4,1
275,993600,-472.987653,16.65763888888889,120,5.586717468693031,5.922155556835804,212959956.22838384,75406.2065295804,10050.277064338383,69039124.8978354,1601,1.5611111111111111,288,5,1
276,997200,-122.976363,12.827777777777778,100,4.533976913808834,6.416964434854416,190341593.52929235,66760.47705069967,10089.0910953915,61706425.160687864,1616,1.8819444444444444,284,0,0
277,1000800,-321.666316,11.452430555555555,85,4.427536262645892,6.821488434826741,180595872.61047193,63107.87767813336,10058.051940076712,58546948.022834584,1618,1.5666666666666667,294,5,2
