#{"t_start": 1781431384.0562732, "env_id": "None"}
r,l,t
-9856.261159,3600,14627.914666
-8880.127781,3600,14650.216026
-9831.049698,3600,14672.106033
-9785.929615,3600,14693.998193
-10413.095564,3600,14715.921284
-8682.329687,3600,14737.920985
-12058.044516,3600,14759.97559
-10603.076389,3600,14781.512377
-8077.567444,3600,14803.046025
-10864.300076,3600,14825.082983
-9906.123164,3600,14846.967718
-10328.757437,3600,14869.280148
-9532.352064,3600,14891.573292
-10164.035532,3600,14913.458995
-9502.716481,3600,14935.333109
-9254.941713,3600,14957.374405
-10498.061069,3600,14979.34421
-13201.058754,3600,15000.906961
-11814.102011,3600,15023.052379
-9144.658708,3600,15045.168961
-8980.562953,3600,15066.99421
-8855.448975,3600,15088.951671
-10560.012345,3600,15111.202264
-10534.733632,3600,15132.581178
-7878.014147,3600,15154.591357
-7594.934275,3600,15176.525436
-10114.541991,3600,15198.248381
-9182.455705,3600,15219.671904
-11050.647428,3600,15241.840565
-13242.11824,3600,15263.887645
-9895.936519,3600,15285.332276
-10025.17295,3600,15307.124697
-9281.548916,3600,15329.676395
-11234.840611,3600,15351.841418
-8664.236433,3600,15373.001577
-9831.18896,3600,15395.44315
-11034.505087,3600,15417.49167
-10845.541658,3600,15439.71718
-9581.702452,3600,15461.096788
-11218.885184,3600,15482.828978
-10039.406812,3600,15504.693152
-11360.075687,3600,15526.356697
-11112.811461,3600,15548.233343
-10941.147666,3600,15569.76531
-8261.444789,3600,15591.933595
-11038.917232,3600,15613.971523
-10180.219718,3600,15636.383089
-7710.018067,3600,15658.338046
-10743.990646,3600,15680.61684
-9128.821124,3600,15702.723208
-8251.886218,3600,15724.138513
-11903.464971,3600,15746.524194
-9033.073867,3600,15768.379032
-10546.574803,3600,15789.946706
-10525.232051,3600,15812.132939
-8782.451986,3600,15833.524404
-11310.114425,3600,15855.372278
-9554.718762,3600,15876.920346
-8960.759569,3600,15899.009109
-12221.472129,3600,15920.86523
-11561.546809,3600,15942.710786
-8884.95478,3600,15964.724862
-7236.445212,3600,15987.125666
-10823.440755,3600,16008.702786
-11467.451149,3600,16030.428615
-11170.403786,3600,16051.692683
-11155.849031,3600,16072.727393
-10090.649241,3600,16093.671681
-11048.490933,3600,16114.311092
-11012.182761,3600,16136.143353
-10405.171464,3600,16158.215792
-10184.413453,3600,16180.608004
-11058.862049,3600,16202.680655
-9848.446833,3600,16224.362154
-9903.539472,3600,16246.550671
-10493.7519,3600,16268.014024
-10609.860112,3600,16289.982204
-10846.644393,3600,16311.622082
-6945.270717,3600,16333.183317
-8346.702131,3600,16354.60655
-9690.391882,3600,16376.52091
-11293.396424,3600,16398.060951
-10794.429333,3600,16420.306437
-9472.528967,3600,16442.372013
-9490.00385,3600,16464.48714
-11258.157197,3600,16487.815325
-9137.838943,3600,16511.641569
-11286.609211,3600,16536.033031
-9733.101661,3600,16559.828669
-10172.096938,3600,16583.649778
-10635.47153,3600,16605.255189
-11437.287202,3600,16634.329984
-10661.629234,3600,16657.864627
-9874.896284,3600,16682.158302
-8366.4672,3600,16705.72509
-9782.731156,3600,16729.071676
-11097.375445,3600,16752.752045
-8617.330403,3600,16775.847786
-9182.804514,3600,16799.050943
-9045.105602,3600,16821.702756
-9812.954009,3600,16845.15357
-8925.49866,3600,16869.196023
-9618.629553,3600,16893.813322
-11373.653262,3600,16918.31795
-10959.437737,3600,16942.923057
-9605.006162,3600,16967.683325
-11418.333624,3600,16994.8955
-9527.645118,3600,17020.011235
-9287.284544,3600,17044.495169
-11305.030866,3600,17068.93156
-9847.555375,3600,17093.561051
-9950.134162,3600,17118.921403
-10840.005478,3600,17142.909709
-12084.744859,3600,17166.970454
-8752.263834,3600,17191.892768
-9397.444638,3600,17216.132879
-11882.988867,3600,17240.790267
-8501.664599,3600,17265.236055
-9465.33145,3600,17288.512743
-11307.446465,3600,17311.726251
-9031.66515,3600,17334.755839
-10719.080409,3600,17361.4471
-11292.878165,3600,17389.80378
-8296.536592,3600,17417.846872
-9443.056823,3600,17446.408266
-9921.514291,3600,17474.674947
-11441.137686,3600,17503.354531
-10528.598437,3600,17531.547792
-9347.277783,3600,17559.987282
-11141.726973,3600,17589.555814
-10144.981688,3600,17618.351137
-12873.750618,3600,17646.586779
-10980.925289,3600,17675.397511
-9866.564835,3600,17703.671779
-9349.197257,3600,17732.431608
-10821.621371,3600,17760.795403
-10060.700167,3600,17789.44969
-12380.553436,3600,17817.883421
-8577.924784,3600,17845.772757
-8528.491177,3600,17873.738977
-8215.779284,3600,17902.947708
-10579.883114,3600,17932.07248
-10089.630771,3600,17961.392341
-8775.307887,3600,17989.583916
-9429.577084,3600,18017.844852
-9867.22359,3600,18046.302381
-12852.377696,3600,18075.233052
-8029.952147,3600,18104.016349
-10280.604293,3600,18132.511065
-7569.380675,3600,18161.018259
-10797.30519,3600,18188.861932
-9563.512985,3600,18217.368259
-11042.561292,3600,18245.756081
-9260.472971,3600,18274.428499
-11419.094988,3600,18302.677037
-9863.499337,3600,18331.20137
-9831.092813,3600,18359.434133
-10534.932107,3600,18387.705476
-6971.415823,3600,18416.262278
