#{"t_start": 1780129053.6690998, "env_id": "None"}
r,l,t
-380.246384,3600,3564.166742
-87.50568,3600,3582.589557
-1065.397506,3600,3601.520284
-74.221763,3600,3619.984569
-0.725417,3600,3637.864529
-49.810206,3600,3655.707466
14.68283,3600,3674.236332
23.459231,3600,3692.317577
27.229682,3600,3710.113794
-10.00938,3600,3729.04786
16.833694,3600,3747.327087
-38.047804,3600,3764.76829
35.581685,3600,3782.858018
-54.804319,3600,3801.282277
7.129392,3600,3819.460028
-72.720957,3600,3838.276213
-3.107057,3600,3857.675004
-23.97213,3600,3876.173054
-18.318577,3600,3893.780956
-172.709542,3600,3911.937989
-979.522033,3600,3930.44366
-101.553219,3600,3948.899081
29.141305,3600,3967.324375
-80.770735,3600,3985.559999
-38.699645,3600,4003.694452
9.81704,3600,4022.151343
-311.965715,3600,4040.958591
0.329052,3600,4059.149753
18.352978,3600,4077.460051
-38.523882,3600,4095.968418
-455.392808,3600,4113.931305
-9.016499,3600,4131.9452
8.290078,3600,4150.231163
7.795728,3600,4169.536945
11.859707,3600,4187.560406
-421.4039,3600,4205.638167
34.223145,3600,4224.492485
-36.428953,3600,4243.802613
-4.208413,3600,4262.646596
-72.395305,3600,4282.657777
25.502227,3600,4301.083791
-6.485529,3600,4318.591768
6.939434,3600,4337.281819
32.141639,3600,4356.01528
-182.816907,3600,4374.358351
-34.482819,3600,4393.080822
19.783493,3600,4410.531741
-12.412366,3600,4427.944847
-2633.467353,3600,4446.187709
-71.847776,3600,4464.414484
5.068975,3600,4482.773087
-7.922101,3600,4502.900347
-119.187788,3600,4522.612783
1.038865,3600,4540.882017
-16.348166,3600,4559.300247
-32.032322,3600,4577.898136
3.013678,3600,4595.323956
-16.891647,3600,4612.955022
26.476734,3600,4631.210242
35.593052,3600,4649.96557
8.476605,3600,4668.091735
-8.620232,3600,4686.434795
-305.197738,3600,4705.206562
26.719989,3600,4723.443983
-151.630183,3600,4741.89031
-221.588503,3600,4760.546062
-38.216795,3600,4779.306064
-617.852946,3600,4797.7593
-16.301254,3600,4816.059616
-8.656106,3600,4834.62081
-98.811727,3600,4853.24408
-19.07698,3600,4872.854726
6.852743,3600,4891.279444
4.78646,3600,4909.12992
18.745862,3600,4929.030338
7.640587,3600,4947.71053
-372.755711,3600,4965.839253
4.086631,3600,4984.543672
10.801076,3600,5002.666067
-197.928745,3600,5021.225031
-1470.117822,3600,5040.742814
-12.334213,3600,5059.414089
18.581833,3600,5077.271737
-1.263081,3600,5095.920714
-409.207567,3600,5114.751656
-21.377866,3600,5132.543497
-9.211184,3600,5150.927576
-1.877108,3600,5169.707494
-7.249601,3600,5188.598809
-31.879099,3600,5206.831043
