#{"t_start": 1780645519.2376986, "env_id": "None"}
r,l,t
-9.896201,3600,3506.243106
-1409.158074,3600,3528.766584
-20.854898,3600,3550.951627
-17.474359,3600,3573.373592
-38.062089,3600,3595.564947
0.648642,3600,3617.290237
-273.941608,3600,3640.511759
0.250733,3600,3663.868333
-1.599975,3600,3686.117233
-7.371407,3600,3708.755652
-10.467926,3600,3730.225968
-12.428928,3600,3752.673644
-15.969586,3600,3774.290095
-84.495915,3600,3796.75044
-147.732824,3600,3818.823419
-5.652333,3600,3841.622171
-13.437425,3600,3863.082828
-2.49519,3600,3885.456367
-7.329017,3600,3906.913562
-9.585979,3600,3929.566205
-8.842855,3600,3951.228057
-4.558096,3600,3972.977153
-208.519833,3600,3994.99515
-13.536045,3600,4016.855713
-19.196172,3600,4041.791482
-7.066742,3600,4067.636921
-12.696051,3600,4090.017393
-31.299928,3600,4112.502443
-9.509502,3600,4134.50366
-28.681009,3600,4156.519044
-3.014473,3600,4178.714771
-14.053635,3600,4200.905492
-2.751218,3600,4222.37881
0.624777,3600,4243.848735
-40.433258,3600,4266.193362
-5.59591,3600,4288.120297
-4.571991,3600,4310.361804
-1.626293,3600,4332.687924
-9.661271,3600,4355.209946
-55.081544,3600,4376.788472
-8.188274,3600,4399.039838
-7.343568,3600,4421.002245
-9.429118,3600,4443.023766
-3.996378,3600,4464.690577
-30.97573,3600,4486.678306
-4.85943,3600,4509.253296
-12.157977,3600,4531.204207
-5.908802,3600,4553.398209
-12.468529,3600,4575.373881
-18.75554,3600,4597.928517
-2.230991,3600,4620.001061
0.671757,3600,4641.825747
-51.25351,3600,4664.227288
-172.671761,3600,4686.745712
-11.576153,3600,4709.069258
-99.979276,3600,4731.260778
-3.628799,3600,4753.64547
-94.775887,3600,4775.934204
-10.300605,3600,4798.298889
-0.834514,3600,4819.810018
-17.321986,3600,4841.666623
0.233777,3600,4864.478241
-46.65099,3600,4885.758641
-191.800901,3600,4907.957491
-38.343824,3600,4930.585172
-283.540039,3600,4952.414678
-32.983836,3600,4975.545344
-2.138552,3600,4997.940068
-129.022712,3600,5020.459498
-7.90824,3600,5042.162364
-14.820039,3600,5064.358602
-1.78457,3600,5086.949516
-57.100406,3600,5109.297765
-10.890373,3600,5131.347178
-139.797359,3600,5153.702779
-148.861391,3600,5176.240062
-5.425934,3600,5199.520278
-5.684711,3600,5222.010098
-6.7817,3600,5243.431298
-87.076461,3600,5265.892682
-6.558987,3600,5287.918624
-26.574387,3600,5310.424534
-21.812781,3600,5332.388965
-43.994963,3600,5354.906292
-28.362137,3600,5376.335395
-1.146366,3600,5402.944215
-32.449857,3600,5427.612824
1.457529,3600,5450.448081
-5.891438,3600,5474.425996
-7.424385,3600,5497.990698
-5.261921,3600,5521.568341
-81.762956,3600,5546.378063
-1.27009,3600,5569.858603
-108.760611,3600,5593.407126
-115.407378,3600,5618.646145
-17.342335,3600,5640.329928
0.023648,3600,5661.65501
-22.892732,3600,5684.521454
-3.172963,3600,5706.965415
-0.451286,3600,5730.255024
-4.22766,3600,5752.076929
-33.65035,3600,5774.798021
-24.979896,3600,5798.767123
-16.02738,3600,5822.087587
-65.743045,3600,5846.109265
-68.616865,3600,5869.637133
-6.429463,3600,5893.298274
-7.152201,3600,5916.507282
-1.995015,3600,5940.825998
-413.364567,3600,5970.738154
-4.68351,3600,6003.067198
-0.549829,3600,6028.622076
-10.737779,3600,6053.038791
-4.242843,3600,6078.502376
-171.928116,3600,6102.612962
-56.213426,3600,6126.815556
-13.591594,3600,6151.229149
-97.193634,3600,6175.063492
